time_s,x_m,y_m,orientation_rad,landmarks
11.111000061035156,0.7019072,1.8574811,-1.8757,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
11.611000061035156,0.6958866,1.8308708,-1.6787,"{13: 3, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
12.111000061035156,0.6940041,1.8057811,-1.4848,"{13: 3, 12: 2, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
12.611000061035156,0.6975703,1.773551,-1.3903,"{13: 5, 12: 2, 11: 1, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
13.111000061035156,0.7065339,1.740942,-1.3401,"{13: 7, 12: 2, 11: 2, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
13.611000061035156,0.7158888,1.7059324,-1.3349,"{13: 4, 12: 2, 11: 3, 10: 1, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
14.111000061035156,0.7238282,1.6728023,-1.329,"{13: 5, 12: 0, 11: 3, 10: 1, 8: 1, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
14.611000061035156,0.7313388,1.6405058,-1.2775,"{13: 3, 12: 0, 11: 4, 10: 1, 8: 1, 6: 1, 7: 1, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
15.111000061035156,0.7403921,1.6155823,-1.0788,"{13: 1, 12: 0, 11: 6, 10: 1, 8: 2, 6: 1, 7: 1, 14: 1, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
15.611000061035156,0.7525219,1.5938981,-0.8825,"{13: 1, 12: 0, 11: 5, 10: 1, 8: 2, 6: 1, 7: 1, 14: 3, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
16.111000061035156,0.7734402,1.5722948,-0.7167,"{13: 0, 12: 0, 11: 6, 10: 1, 8: 1, 6: 1, 7: 1, 14: 5, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
16.611000061035156,0.7975578,1.5525047,-0.5811,"{13: 0, 12: 1, 11: 4, 10: 1, 8: 1, 6: 0, 7: 0, 14: 5, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
17.111000061035156,0.8250368,1.5360794,-0.4716,"{13: 0, 12: 1, 11: 1, 10: 1, 8: 0, 6: 0, 7: 0, 14: 6, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
17.611000061035156,0.857012,1.5206512,-0.3906,"{13: 0, 12: 1, 11: 2, 10: 0, 8: 0, 6: 0, 7: 0, 14: 5, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
18.111000061035156,0.8877752,1.5074785,-0.3929,"{13: 0, 12: 1, 11: 1, 10: 0, 8: 0, 6: 0, 7: 0, 14: 5, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
18.611000061035156,0.9209693,1.4959765,-0.2976,"{13: 0, 12: 0, 11: 1, 10: 0, 8: 0, 6: 0, 7: 0, 14: 5, 15: 1, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
19.111000061035156,0.951203,1.4869432,-0.1878,"{13: 0, 12: 0, 11: 1, 10: 0, 8: 0, 6: 0, 7: 0, 14: 3, 15: 1, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
19.611000061035156,0.9821288,1.4823061,-0.0809,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 2, 15: 1, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
20.111000061035156,1.0138557,1.4817097,0.0287,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 1, 17: 2, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
20.611000061035156,1.043288,1.4836076,0.1665,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 4, 20: 2, 18: 0, 16: 0, 19: 0, 9: 0}"
21.111000061035156,1.0721974,1.489355,0.3243,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 6, 20: 4, 18: 0, 16: 0, 19: 0, 9: 0}"
21.611000061035156,1.0979955,1.4988155,0.4997,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 6, 20: 6, 18: 0, 16: 0, 19: 0, 9: 0}"
22.111000061035156,1.1212462,1.5140108,0.6875,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 4, 20: 8, 18: 0, 16: 0, 19: 0, 9: 0}"
22.611000061035156,1.1409836,1.5310601,0.894,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 2, 20: 8, 18: 0, 16: 0, 19: 0, 9: 0}"
23.111000061035156,1.1556271,1.5515048,1.1072,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 8, 18: 0, 16: 0, 19: 0, 9: 0}"
23.611000061035156,1.1662201,1.5746261,1.2989,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 7, 18: 1, 16: 0, 19: 0, 9: 0}"
24.111000061035156,1.1724876,1.5998287,1.4993,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 5, 18: 3, 16: 1, 19: 0, 9: 0}"
24.611000061035156,1.1734741,1.6298374,1.6661,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 3, 18: 3, 16: 4, 19: 0, 9: 0}"
25.111000061035156,1.1704755,1.6613353,1.7774,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 1, 18: 3, 16: 6, 19: 0, 9: 0}"
25.611000061035156,1.1660355,1.6923386,1.8898,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 2, 16: 8, 19: 0, 9: 0}"
26.111000061035156,1.1551444,1.7250915,1.9006,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 9, 19: 0, 9: 0}"
26.611000061035156,1.1448367,1.7576869,1.8914,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 8, 19: 0, 9: 0}"
27.111000061035156,1.1340772,1.789556,1.8861,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 6, 19: 0, 9: 0}"
27.611000061035156,1.1224042,1.8219003,1.8876,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 1, 16: 4, 19: 0, 9: 0}"
28.111000061035156,1.1127023,1.8534326,1.8878,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 2, 16: 2, 19: 0, 9: 0}"
28.611000061035156,1.1018738,1.8864682,1.885,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 4, 16: 0, 19: 0, 9: 0}"
29.111000061035156,1.0914448,1.9177166,1.8803,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 6, 16: 0, 19: 0, 9: 0}"
29.611000061035156,1.0850702,1.9420347,1.7352,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 7, 16: 0, 19: 0, 9: 0}"
30.111000061035156,1.0797475,1.9734445,1.7342,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 8, 16: 0, 19: 0, 9: 0}"
30.611000061035156,1.0758827,1.9999101,1.607,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 8, 16: 0, 19: 0, 9: 0}"
31.111000061035156,1.07331,2.0325302,1.5639,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 8, 16: 0, 19: 0, 9: 0}"
31.611000061035156,1.0745991,2.0620958,1.4402,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 9, 16: 0, 19: 0, 9: 0}"
32.111000061035156,1.078353,2.0904987,1.383,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 9, 16: 0, 19: 0, 9: 0}"
32.611000061035156,1.0835849,2.1157432,1.2182,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 9, 16: 0, 19: 1, 9: 0}"
33.111000061035156,1.094602,2.1483152,1.1874,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 9, 16: 0, 19: 1, 9: 0}"
33.611000061035156,1.1062941,2.1705281,1.0546,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 7, 16: 0, 19: 2, 9: 0}"
34.111000061035156,1.1210462,2.1986003,0.9952,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 5, 16: 0, 19: 4, 9: 0}"
34.611000061035156,1.1398782,2.2267875,0.926,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 3, 16: 0, 19: 5, 9: 0}"
35.111000061035156,1.1614835,2.254211,0.8637,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 1, 16: 0, 19: 7, 9: 0}"
35.611000061035156,1.1836517,2.2807931,0.8579,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 8, 9: 0}"
36.111000061035156,1.2055625,2.3057876,0.8628,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 8, 9: 0}"
36.611000061035156,1.2270543,2.3301972,0.8548,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 8, 9: 0}"
37.111000061035156,1.249751,2.3555863,0.8532,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 8, 9: 0}"
37.611000061035156,1.273171,2.3826471,0.8547,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 1, 18: 0, 16: 0, 19: 9, 9: 0}"
38.111000061035156,1.2964846,2.4086208,0.8578,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 2, 18: 0, 16: 0, 19: 9, 9: 0}"
38.611000061035156,1.3166181,2.4320316,0.8077,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 2, 18: 0, 16: 0, 19: 9, 9: 0}"
39.111000061035156,1.3354757,2.4529018,0.6093,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 2, 18: 0, 16: 0, 19: 9, 9: 0}"
39.611000061035156,1.3545852,2.4649788,0.4075,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 1, 18: 0, 16: 0, 19: 8, 9: 0}"
40.111000061035156,1.3782182,2.4716128,0.209,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 0, 20: 1, 18: 0, 16: 0, 19: 7, 9: 0}"
40.611000061035156,1.401311,2.478187,0.0167,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 1, 20: 3, 18: 0, 16: 0, 19: 5, 9: 0}"
41.111000061035156,1.425953,2.479717,-0.1866,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 2, 20: 5, 18: 0, 16: 0, 19: 3, 9: 0}"
41.611000061035156,1.4496798,2.4721354,-0.3811,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 0, 17: 4, 20: 5, 18: 0, 16: 0, 19: 1, 9: 0}"
42.111000061035156,1.4738434,2.4614959,-0.5907,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 1, 17: 6, 20: 4, 18: 0, 16: 0, 19: 0, 9: 0}"
42.611000061035156,1.4930181,2.4499483,-0.781,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 3, 17: 5, 20: 2, 18: 0, 16: 0, 19: 0, 9: 0}"
43.111000061035156,1.5088553,2.4307637,-0.9679,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 5, 17: 4, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
43.611000061035156,1.5210719,2.4153743,-1.1806,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 5, 17: 2, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
44.111000061035156,1.5310677,2.3883211,-1.3876,"{13: 0, 12: 1, 11: 0, 10: 0, 8: 0, 6: 0, 7: 0, 14: 0, 15: 4, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
44.611000061035156,1.5361884,2.3559029,-1.4594,"{13: 0, 12: 2, 11: 0, 10: 0, 8: 1, 6: 0, 7: 0, 14: 1, 15: 2, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
45.111000061035156,1.5403463,2.3205139,-1.4907,"{13: 1, 12: 3, 11: 0, 10: 1, 8: 2, 6: 1, 7: 0, 14: 3, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
45.611000061035156,1.542432,2.2836069,-1.504,"{13: 1, 12: 4, 11: 0, 10: 2, 8: 3, 6: 1, 7: 0, 14: 4, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
46.111000061035156,1.5452886,2.256017,-1.625,"{13: 2, 12: 4, 11: 0, 10: 3, 8: 3, 6: 1, 7: 0, 14: 5, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
46.611000061035156,1.5419503,2.2301432,-1.7784,"{13: 2, 12: 4, 11: 0, 10: 4, 8: 2, 6: 1, 7: 0, 14: 4, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
47.111000061035156,1.5338295,2.1977117,-1.902,"{13: 1, 12: 5, 11: 0, 10: 5, 8: 2, 6: 0, 7: 0, 14: 2, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
47.611000061035156,1.5223864,2.165441,-2.0137,"{13: 2, 12: 4, 11: 0, 10: 5, 8: 1, 6: 0, 7: 0, 14: 1, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 3}"
48.111000061035156,1.506705,2.1343746,-2.0206,"{13: 1, 12: 3, 11: 0, 10: 4, 8: 1, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 4}"
48.611000061035156,1.4910621,2.1028748,-2.0135,"{13: 1, 12: 2, 11: 0, 10: 3, 8: 1, 6: 2, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 6}"
49.111000061035156,1.4765514,2.0729892,-2.009,"{13: 1, 12: 0, 11: 0, 10: 2, 8: 0, 6: 2, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 7}"
49.611000061035156,1.4621972,2.0408964,-2.0099,"{13: 1, 12: 0, 11: 0, 10: 1, 8: 0, 6: 3, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 7}"
50.111000061035156,1.4469011,2.0114281,-2.0081,"{13: 1, 12: 0, 11: 0, 10: 2, 8: 0, 6: 3, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 7}"
50.611000061035156,1.4323402,1.9805788,-2.0135,"{13: 1, 12: 0, 11: 0, 10: 2, 8: 0, 6: 2, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 7}"
51.111000061035156,1.4190699,1.9517909,-2.0167,"{13: 1, 12: 0, 11: 0, 10: 1, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 8}"
51.611000061035156,1.4040411,1.9214802,-2.0184,"{13: 0, 12: 0, 11: 0, 10: 1, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 9}"
52.111000061035156,1.3889597,1.8915005,-2.0148,"{13: 0, 12: 0, 11: 0, 10: 0, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 9}"
52.611000061035156,1.3757846,1.8632287,-2.0202,"{13: 1, 12: 0, 11: 0, 10: 0, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 8}"
53.111000061035156,1.3618876,1.8358475,-1.934,"{13: 1, 12: 0, 11: 0, 10: 1, 8: 0, 6: 2, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 6}"
53.611000061035156,1.3502106,1.8049961,-1.9309,"{13: 1, 12: 0, 11: 0, 10: 1, 8: 0, 6: 2, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 5}"
54.111000061035156,1.3402871,1.7804247,-1.9214,"{13: 1, 12: 0, 11: 0, 10: 2, 8: 0, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 4}"
54.611000061035156,1.3355498,1.7670815,-1.8063,"{13: 0, 12: 0, 11: 0, 10: 4, 8: 0, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 5}"
55.111000061035156,1.3312173,1.7396586,-1.7654,"{13: 2, 12: 0, 11: 0, 10: 5, 8: 0, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 4}"
55.611000061035156,1.3238431,1.7063985,-1.758,"{13: 3, 12: 1, 11: 0, 10: 5, 8: 0, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 4}"
56.111000061035156,1.3173779,1.672398,-1.7562,"{13: 3, 12: 3, 11: 0, 10: 4, 8: 0, 6: 3, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 3}"
56.611000061035156,1.3119944,1.6428679,-1.6748,"{13: 3, 12: 5, 11: 0, 10: 3, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
57.111000061035156,1.3086427,1.6099394,-1.6254,"{13: 1, 12: 6, 11: 0, 10: 2, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
57.611000061035156,1.3081254,1.5773878,-1.5825,"{13: 0, 12: 7, 11: 0, 10: 2, 8: 0, 6: 4, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
58.111000061035156,1.3072886,1.5434525,-1.5817,"{13: 0, 12: 5, 11: 0, 10: 3, 8: 0, 6: 2, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
58.611000061035156,1.3074123,1.5165203,-1.4096,"{13: 0, 12: 5, 11: 0, 10: 2, 8: 0, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 2}"
59.111000061035156,1.3127768,1.4893652,-1.2579,"{13: 0, 12: 6, 11: 2, 10: 1, 8: 0, 6: 1, 7: 0, 14: 0, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
59.611000061035156,1.3249706,1.4589371,-1.1274,"{13: 0, 12: 4, 11: 2, 10: 1, 8: 0, 6: 0, 7: 0, 14: 3, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
60.111000061035156,1.3399383,1.4287638,-1.0155,"{13: 0, 12: 4, 11: 3, 10: 0, 8: 0, 6: 0, 7: 0, 14: 5, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
60.611000061035156,1.3595733,1.3994226,-0.9527,"{13: 0, 12: 2, 11: 5, 10: 0, 8: 0, 6: 0, 7: 0, 14: 7, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
61.111000061035156,1.3798451,1.3723103,-0.9628,"{13: 0, 12: 0, 11: 4, 10: 0, 8: 0, 6: 0, 7: 0, 14: 9, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 1}"
61.611000061035156,1.3988117,1.3458662,-0.9608,"{13: 0, 12: 0, 11: 5, 10: 0, 8: 0, 6: 0, 7: 0, 14: 8, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
62.111000061035156,1.4177746,1.3188132,-0.9596,"{13: 0, 12: 1, 11: 5, 10: 0, 8: 0, 6: 0, 7: 0, 14: 8, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
62.611000061035156,1.4386079,1.2902235,-0.9552,"{13: 0, 12: 1, 11: 3, 10: 0, 8: 0, 6: 0, 7: 0, 14: 8, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
63.111000061035156,1.4585107,1.2646484,-0.9675,"{13: 0, 12: 1, 11: 3, 10: 0, 8: 0, 6: 0, 7: 0, 14: 8, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
63.611000061035156,1.4776772,1.2368081,-0.9634,"{13: 0, 12: 2, 11: 2, 10: 0, 8: 1, 6: 0, 7: 0, 14: 8, 15: 0, 17: 0, 20: 0, 18: 0, 16: 0, 19: 0, 9: 0}"
